name,id,orapm,drapm,rapm,orapm_rnk,drapm_rnk,rapm_rnk,gp_total,poss_o,poss_d,poss_total,mp_o,mp_d,mp_total,pts_o,pts_d,pm,pts_o_per100,pts_o_per36
Kyle Singler,202713,-1.77155333358676,-1.10834417355997,-2.87989750714673,403,381,426,32,744,782,1526,196.916666666667,185.016666666667,381.933333333333,794,837,-43,52.0314547837484,74.8402862628731
Hollis Thompson,203138,-1.17726842190432,-1.75728879685329,-2.93455721875761,368,424,427,40,1478,1486,2964,367.883333333333,379.516666666667,747.4,1595,1546,49,53.8124156545209,76.8263312817768
Joe Young,1626202,-0.109227373212675,-2.89284426679357,-3.00207164000624,218,440,428,32,269,272,541,62.2833333333333,68.15,130.433333333333,289,279,10,53.4195933456562,79.7648862765142
Sheldon Mac,1627815,0.901615842729827,-4.03343412019123,-3.1318182774614,76,448,429,30,567,557,1124,144.183333333333,140.666666666667,284.85,644,557,87,57.2953736654804,81.390205371248
Delon Wright,1626153,-2.08388699279981,-1.05015596976673,-3.13404296256654,415,376,430,27,831,851,1682,219.533333333333,229.866666666667,449.4,876,926,-50,52.0808561236623,70.173564753004
AJ Hammons,1627773,-1.08815719956869,-2.11797790191364,-3.20613510148233,362,434,431,22,309,322,631,80.5333333333333,80.45,160.983333333333,325,355,-30,51.5055467511886,72.678331090175
Norris Cole,202708,-0.333096278051834,-2.91466956279109,-3.24776584084293,265,441,432,12,236,255,491,63.1833333333333,59.1333333333333,122.316666666667,261,264,-3,53.1568228105906,76.8170050415588
Treveon Graham,1626203,0.265455417497829,-3.74750287867523,-3.4820474611774,160,447,433,27,372,359,731,94.2666666666667,95.7333333333333,190,411,361,50,56.2243502051984,77.8736842105263
Cameron Payne,1626166,-1.03497110870861,-2.45562549094139,-3.49059659965,357,436,434,31,889,922,1811,226.883333333333,230.9,457.783333333333,960,951,9,53.0093870789619,75.4942294389631
Joel Bolomboy,1627762,-4.22614125330314,0.69357243418604,-3.5325688191171,445,114,435,12,106,100,206,25.6333333333333,26.7,52.3333333333333,104,112,-8,50.4854368932039,71.5414012738854
Justise Winslow,1626159,-2.2881805560779,-1.25396152257421,-3.54214207865211,423,391,436,18,1238,1239,2477,311.883333333333,308.8,620.683333333333,1274,1308,-34,51.4331853048042,73.8927526113692
James Michael McAdoo,203949,-1.99150813688029,-1.6574579310632,-3.64896606794349,412,420,437,52,904,897,1801,225.116666666667,227.416666666667,452.533333333333,968,952,16,53.7479178234314,77.0064820271067
Udonis Haslem,2617,-5.34711984621624,1.59947394438731,-3.74764590182892,450,38,438,16,246,259,505,69.7666666666667,64.25,134.016666666667,236,291,-55,46.7326732673267,63.3951001119264
Anthony Brown,1626148,-0.357322265900075,-3.47470012187245,-3.83202238777252,268,444,439,11,313,311,624,75.65,81.4666666666667,157.116666666667,333,309,24,53.3653846153846,76.2999893921714
Alexis Ajinca,201582,-2.27471800825112,-1.57123020431858,-3.8459482125697,422,416,440,39,1164,1215,2379,281.3,299.9,581.2,1217,1291,-74,51.1559478772594,75.3819683413627
Taurean Prince,1627752,-2.69501867358543,-1.35654251551466,-4.05156118910009,432,397,441,59,1924,1914,3838,474.933333333333,499.416666666667,974.35,1986,2032,-46,51.7457008858781,73.3781495355878
Bryn Forbes,1627854,0.139501077761506,-4.2081831108794,-4.0686820331179,184,450,442,36,539,558,1097,137.9,146.016666666667,283.916666666667,580,559,21,52.8714676390155,73.5427061931318
Tim Quarterman,1627817,-5.88616182194393,1.71369563186318,-4.17246619008075,453,33,443,15,160,152,312,42.8833333333333,34.8833333333333,77.7666666666667,150,179,-29,48.0769230769231,69.4384912130305
Christian Wood,1626174,-5.39816991589005,1.01484541511557,-4.38332450077447,451,72,444,13,212,207,419,53.2666666666667,56.1166666666667,109.383333333333,208,230,-22,49.6420047732697,68.4564985524913
Pierre Jackson,203510,0.0128201925178693,-4.46619468804924,-4.45337449553137,197,452,445,9,187,154,341,47.7166666666667,36.5166666666667,84.2333333333333,204,155,49,59.8240469208211,87.186387020182
Fred VanVleet,1627832,-5.40623650461173,0.67530177558644,-4.73093472902529,452,118,446,35,565,581,1146,145.066666666667,148.3,293.366666666667,546,651,-105,47.6439790575916,67.0014771048744
Jake Layman,1627774,-3.24227615848482,-1.54176536813186,-4.78404152661668,437,413,447,35,498,486,984,126.466666666667,118.133333333333,244.6,508,531,-23,51.6260162601626,74.766966475879
Adreian Payne,203940,-3.80295796409402,-1.11443520836298,-4.91739317245701,443,382,448,18,272,273,545,68.9833333333333,66.2166666666667,135.2,279,291,-12,51.1926605504587,74.2899408284024
Ryan Kelly,203527,-1.95529018839282,-3.08967663677881,-5.04496682517163,411,442,449,16,208,211,419,51.8,58.85,110.65,214,216,-2,51.0739856801909,69.6249435155897
Jarell Martin,1626185,-2.3513945474066,-2.72740767346457,-5.07880222087117,424,438,450,42,1084,1081,2165,275.45,283.85,559.3,1129,1087,42,52.1478060046189,72.6694081888075
Andrew Bogut,101106,-1.67146562627367,-4.07261488861207,-5.74408051488574,397,449,451,26,1053,1036,2089,297.75,273.9,571.65,1117,1050,67,53.4705600765917,70.3437418000525
Joel Anthony,201202,-1.2289608828158,-5.05031405193538,-6.27927493475118,374,453,452,19,236,243,479,57.4666666666667,62.9166666666667,120.383333333333,246,239,7,51.356993736952,73.5650006922332
Jared Sullinger,203096,-1.19729391730543,-5.74812947419736,-6.94542339150279,371,454,453,11,217,241,458,52.3166666666667,66.1333333333333,118.45,234,232,2,51.0917030567686,71.1186154495568
Nick Collison,2555,-4.23907324142333,-3.58693634651667,-7.82600958794,447,445,454,20,259,251,510,66.65,60.9666666666667,127.616666666667,258,249,9,50.5882352941176,72.7804623220583
Jarell Eddie,204067,-9.46773875032985,-1.87835940196208,-11.3460981522919,455,428,455,5,135,146,281,30.55,30.6833333333333,61.2333333333333,114,148,-34,40.5693950177936,67.0223189983669
